"","year_Birth","Income","kids","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp1","Response"
"2042",1978,27683,1,90,4,6,2,4,8,0,0
"2043",1974,39190,1,91,2,2,1,4,5,0,0
"2044",1981,56981,0,91,1,2,3,13,6,1,0
"2045",1984,23228,1,91,4,3,0,4,8,0,0
"2046",1984,90000,0,91,1,4,8,5,1,3,0
"2047",1953,55707,1,91,2,3,2,9,3,0,0
"2048",1989,9255,1,91,1,1,1,2,8,0,0
"2049",1977,42997,2,91,1,1,0,2,7,0,0
"2050",1959,71232,1,91,2,11,2,10,7,0,0
"2051",1954,57744,1,91,2,9,1,4,8,0,0
"2052",1966,33585,1,91,1,2,0,4,4,0,0
"2053",1965,46891,1,91,1,2,1,4,4,0,0
"2054",1965,46891,1,91,1,2,1,4,4,0,0
"2055",1956,50387,2,91,3,6,2,8,5,0,0
"2056",1969,76653,0,91,1,4,7,11,2,2,0
"2057",1956,76542,0,91,1,4,8,10,2,0,0
"2058",1949,76995,1,91,2,11,4,9,5,1,0
"2059",1978,38415,2,91,2,1,0,3,7,0,0
"2060",1956,22304,0,91,1,1,0,2,8,0,0
"2061",1952,75127,0,92,1,2,11,5,1,0,0
"2062",1952,75127,0,92,1,2,11,5,1,0,0
"2063",1953,39722,1,92,2,2,0,3,5,0,0
"2064",1966,7144,2,92,0,23,1,1,0,0,0
"2065",1977,39771,1,92,1,2,0,3,4,0,0
"2066",1972,42618,1,92,2,5,0,4,8,0,0
"2067",1958,51518,1,92,2,3,2,10,3,0,0
"2068",1972,74716,1,92,2,7,3,5,4,0,0
"2069",1975,33955,1,92,4,5,1,5,8,0,0
"2070",1954,45736,1,92,5,7,1,6,7,0,0
"2071",1971,31632,0,92,1,2,1,2,7,0,0
"2072",1974,60093,1,92,2,7,2,10,6,0,0
"2073",1969,30822,1,92,1,1,0,3,7,0,0
"2074",1968,41728,1,92,1,2,0,2,10,0,0
"2075",1958,80739,0,92,1,3,11,9,1,0,0
"2076",1991,49767,0,92,1,5,4,8,4,0,0
"2077",1981,34445,0,92,6,11,2,8,9,0,0
"2078",1951,67046,1,92,2,4,5,4,2,0,0
"2079",1965,73538,1,92,3,10,4,9,7,0,0
"2080",1966,80398,0,92,1,5,8,12,3,1,0
"2081",1956,52973,1,92,7,9,6,9,8,0,0
"2082",1954,38998,2,92,3,2,0,3,8,0,0
"2083",1954,38998,2,92,3,2,0,3,8,0,0
"2084",1958,26490,0,92,2,3,1,5,6,0,0
"2085",1958,26490,0,92,2,3,1,5,6,0,0
"2086",1988,23331,1,92,2,3,0,3,8,0,0
"2087",1961,60544,2,92,4,5,1,5,6,0,0
"2088",1961,60544,2,92,4,5,1,5,6,0,0
"2089",1971,49269,1,92,3,7,3,12,7,0,0
"2090",1950,27203,2,92,2,1,1,2,8,0,0
"2091",1988,45204,1,93,1,1,1,4,3,0,0
"2092",1978,67023,0,93,1,3,7,13,2,0,0
"2093",1978,77583,0,93,1,4,5,9,2,1,0
"2094",1983,76630,0,93,1,3,10,11,1,0,0
"2095",1960,47353,1,93,3,2,2,6,5,0,0
"2096",1964,48920,2,93,3,6,2,5,7,1,0
"2097",1947,67472,1,93,2,4,2,7,3,0,0
"2098",1964,64100,1,93,1,8,3,6,7,1,0
"2099",1988,38872,1,93,2,3,0,3,8,0,0
"2100",1962,72217,0,93,1,3,10,8,2,0,0
"2101",1987,15038,1,93,2,2,1,2,9,0,0
"2102",1976,13624,1,93,2,2,0,3,6,0,0
"2103",1978,42554,2,93,2,2,0,3,4,0,0
"2104",1986,71952,1,93,2,8,4,8,4,2,0
"2105",1986,71952,1,93,2,8,4,8,4,2,0
"2106",1971,78041,0,93,1,4,4,9,2,0,0
"2107",1964,63972,1,93,4,5,4,10,4,1,0
"2108",1957,52852,1,93,4,10,7,5,8,1,0
"2109",1972,62010,1,93,4,6,2,7,5,0,0
"2110",1960,83151,0,93,1,5,9,4,3,0,0
"2111",1967,77870,1,93,3,5,5,5,8,2,1
"2112",1977,46931,3,94,2,1,1,3,3,0,0
"2113",1977,85072,0,94,1,3,4,10,0,0,0
"2114",1987,73395,0,94,1,4,4,6,2,0,0
"2115",1952,62307,1,94,1,4,0,4,5,0,0
"2116",1981,58293,1,94,5,5,3,6,5,0,0
"2117",1974,47889,1,94,1,2,0,3,5,0,0
"2118",1979,24594,1,94,1,1,0,3,5,0,0
"2119",1979,24594,1,94,1,1,0,3,5,0,0
"2120",1965,69882,0,94,1,3,7,9,1,0,0
"2121",1959,24221,0,94,1,1,1,3,4,0,0
"2122",1985,22327,1,94,1,1,0,3,5,0,0
"2123",1961,61923,2,94,1,2,1,4,3,0,0
"2124",1965,35791,3,94,2,1,0,3,8,0,0
"2125",1965,35791,3,94,2,1,0,3,8,0,0
"2126",1990,91172,0,94,0,4,3,7,3,4,1
"2127",1967,35441,2,94,2,1,0,3,8,0,0
"2128",1970,19656,1,94,3,2,1,3,7,0,0
"2129",1987,7500,0,94,1,0,0,3,6,0,0
"2130",1979,71626,0,94,1,5,5,8,3,1,0
"2131",1977,75330,2,94,4,10,3,12,6,0,0
"2132",1976,34529,1,94,2,2,2,3,7,0,0
"2133",1992,48789,0,94,1,6,4,7,6,0,0
"2134",1977,34487,2,94,3,3,0,3,9,0,0
"2135",1973,35688,3,94,7,4,1,4,8,0,0
"2136",1973,35688,3,94,7,4,1,4,8,0,0
"2137",1952,53700,1,94,4,5,5,8,5,0,0
"2138",1987,73454,0,95,1,2,4,6,5,1,0
"2139",1957,71113,1,95,4,6,7,9,4,0,0
"2141",1980,31535,1,95,1,1,1,2,7,1,0
"2142",1953,80812,0,95,1,4,8,5,2,3,0
"2143",1982,40479,1,95,1,0,0,3,4,0,0
"2144",1960,29440,2,95,2,1,0,4,7,0,0
"2145",1986,38508,1,95,6,7,2,5,8,0,0
"2146",1983,69520,0,95,1,9,6,5,5,0,0
"2147",1964,18701,2,95,4,2,0,4,5,0,0
"2148",1964,18701,2,95,4,2,0,4,5,0,0
"2149",1969,69901,1,95,3,7,3,10,5,0,0
"2150",1953,47703,1,95,4,6,3,8,5,0,0
"2151",1991,86037,0,95,1,6,7,11,3,2,1
"2152",1978,71847,0,95,0,6,7,9,3,1,0
"2153",1971,42033,2,95,1,1,0,2,7,0,0
"2154",1964,51983,1,95,3,9,2,10,7,0,0
"2155",1988,68655,0,95,1,4,5,11,3,0,0
"2156",1988,68655,0,95,1,4,5,11,3,0,0
"2157",1959,38285,3,96,1,0,0,3,2,0,0
"2158",1970,79419,0,96,1,4,6,4,2,0,0
"2159",1975,57338,1,96,2,4,1,5,5,0,0
"2160",1964,42523,0,96,1,1,1,4,2,0,0
"2161",1964,42523,0,96,1,1,1,4,2,0,0
"2162",1984,31761,1,96,2,3,0,4,5,0,0
"2163",1969,65747,1,96,4,8,1,6,6,1,0
"2164",1960,17144,2,96,5,3,0,4,7,0,0
"2165",1960,17144,2,96,5,3,0,4,7,0,0
"2167",1965,84618,0,96,1,6,9,10,2,1,0
"2168",1965,84618,0,96,1,6,9,10,2,1,0
"2169",1948,66375,1,96,3,2,4,5,7,1,0
"2170",1957,42213,1,96,2,5,1,7,7,1,0
"2172",1940,51141,0,96,1,3,1,4,5,0,0
"2173",1980,15072,2,96,4,3,1,3,5,0,0
"2174",1986,7500,1,96,2,2,0,3,8,0,0
"2175",1978,17117,1,96,4,3,1,3,9,0,0
"2176",1965,59754,1,96,3,5,2,6,5,0,1
"2177",1953,65569,1,96,2,6,5,10,3,0,0
"2178",1952,28457,0,96,1,4,1,4,8,0,0
"2179",1972,86857,0,96,1,5,6,10,2,0,1
"2180",1972,86857,0,96,1,5,6,10,2,0,1
"2181",1964,68142,1,96,3,10,4,7,6,0,0
"2182",1953,48794,2,97,1,1,0,3,4,0,0
"2183",1964,63404,2,97,2,6,3,4,4,1,0
"2184",1974,49669,1,97,2,5,1,6,6,0,0
"2185",1964,55761,1,97,2,4,1,3,6,1,0
"2186",1958,78331,1,97,2,10,6,7,4,0,0
"2187",1973,37971,1,97,1,1,0,3,8,0,0
"2188",1977,30368,1,97,2,2,0,3,8,0,0
"2189",1978,34043,1,97,1,2,0,2,9,0,0
"2190",1965,54111,1,97,2,5,2,6,5,0,0
"2191",1964,69932,1,97,2,7,6,11,4,0,0
"2192",1981,39665,1,97,3,4,2,3,7,1,0
"2193",1954,93404,3,97,3,3,4,7,5,2,0
"2194",1984,38680,1,97,1,2,0,3,7,0,0
"2195",1984,24570,1,97,3,4,0,4,9,0,0
"2196",1967,77766,1,97,2,11,10,11,6,1,1
"2197",1967,77766,1,97,2,11,10,11,6,1,1
"2198",1958,64961,1,97,2,6,4,4,3,0,0
"2199",1968,23748,1,97,3,2,1,3,8,0,0
"2200",1964,45989,1,97,4,3,2,7,3,0,0
"2201",1988,23331,1,97,6,5,1,5,9,0,0
"2202",1954,70421,1,98,3,10,3,7,6,0,0
"2203",1963,23091,2,98,4,2,1,3,7,0,0
"2204",1990,24683,1,98,2,2,0,4,5,0,0
"2205",1973,157243,1,98,15,0,22,0,0,0,0
"2206",1973,54222,1,98,1,3,3,5,3,0,0
"2207",1968,73455,0,98,1,6,5,10,3,1,0
"2208",1972,84906,0,98,1,5,6,12,2,3,0
"2209",1972,84906,0,98,1,5,6,12,2,3,0
"2210",1978,47025,1,98,5,11,1,6,9,0,0
"2211",1966,44529,1,98,6,6,2,11,5,1,0
"2212",1974,31560,1,98,2,2,1,3,8,0,0
"2213",1983,90687,0,98,1,6,2,8,2,1,1
"2214",1989,66973,0,98,1,8,7,12,3,0,0
"2215",1978,41154,1,98,1,1,0,4,5,0,0
"2216",1968,64590,0,98,1,9,4,10,6,0,0
"2217",1960,50611,1,98,6,4,5,7,6,1,1
"2218",1960,50611,1,98,6,4,5,7,6,1,0
"2219",1970,83273,3,98,10,4,6,9,7,0,0
"2220",1980,81702,0,98,1,7,7,12,3,0,0
"2221",1979,24401,0,98,3,6,1,6,8,0,0
"2222",1974,42557,1,98,4,6,1,4,8,0,0
"2223",1985,7500,1,98,4,2,1,3,9,0,0
"2224",1976,78416,1,99,2,7,7,10,3,0,0
"2225",1966,44794,1,99,1,2,0,3,6,0,0
"2226",1966,44794,1,99,1,2,0,3,6,0,0
"2227",1974,69719,0,99,1,2,3,5,1,0,0
"2228",1962,62568,1,99,3,5,3,5,4,1,0
"2229",1969,42231,2,99,1,1,0,3,5,0,0
"2230",1974,20130,0,99,1,1,0,3,8,0,0
"2231",1974,20130,0,99,1,1,0,3,8,0,0
"2232",1973,42429,1,99,2,1,1,3,5,0,0
"2233",1973,42429,1,99,2,1,1,3,5,0,0
"2234",1900,36640,1,99,1,2,1,2,5,0,0
"2235",1973,78901,1,99,3,9,3,5,4,0,0
"2236",1976,66476,1,99,2,5,2,11,4,0,0
"2237",1977,31056,1,99,1,1,0,3,8,0,0
"2238",1976,46310,1,99,2,6,1,5,8,0,0
"2239",1978,65819,0,99,1,5,4,10,3,0,0
"2240",1969,94871,2,99,1,8,5,4,7,2,1
